ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP006723,20230102,2023-01-02,AK,LGK,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006724,20241025,2024-10-25,D7,SDK,In-flight Service,Escalated,,,No,Phone,Poor in-flight service quality reported by passengers
CP006725,20240626,2024-06-26,AK,KCH,Baggage Handling,In Progress,33,,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP006726,20231010,2023-10-10,AK,KBR,Check-in Service,Resolved,7,4,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP006727,20241006,2024-10-06,AK,KUL,Baggage Handling,Resolved,12,3,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006728,20240114,2024-01-14,AK,LGK,Ground Staff Attitude,In Progress,18,,No,Website,Unprofessional behaviour from ground handling staff
CP006729,20241129,2024-11-29,OD,AOR,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP006730,20230214,2023-02-14,AK,JHB,Flight Delay,Resolved,4,2,No,Email,Flight delayed without adequate notification to passengers
CP006731,20240226,2024-02-26,MH,SDK,Flight Delay,Resolved,18,2,No,Email,Flight delayed without adequate notification to passengers
CP006732,20240130,2024-01-30,MH,JHB,Flight Delay,Resolved,3,4,No,Phone,Flight delayed without adequate notification to passengers
CP006733,20240618,2024-06-18,AK,KCH,Baggage Handling,Escalated,,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP006734,20240111,2024-01-11,MH,TWU,Baggage Handling,In Progress,40,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006735,20231224,2023-12-24,D7,TGG,Refund/Compensation,Resolved,14,4,Yes,Website,Delay in processing refund or compensation claim
CP006736,20241211,2024-12-11,MH,TWU,Baggage Handling,Resolved,18,3,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006737,20240417,2024-04-17,AK,KUL,Baggage Handling,Escalated,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006738,20230622,2023-06-22,OD,JHB,Flight Delay,Resolved,15,4,No,Email,Flight delayed without adequate notification to passengers
CP006739,20230710,2023-07-10,AK,TWU,Baggage Handling,In Progress,40,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006740,20230614,2023-06-14,AK,MYY,Baggage Handling,Escalated,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006741,20240112,2024-01-12,AK,TGG,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP006742,20231211,2023-12-11,D7,SDK,Flight Delay,In Progress,16,,Yes,Social Media,Flight delayed without adequate notification to passengers
CP006743,20230817,2023-08-17,OD,SDK,Flight Delay,Resolved,3,4,No,Email,Flight delayed without adequate notification to passengers
CP006744,20230619,2023-06-19,OD,KUL,Flight Delay,In Progress,16,,Yes,Website,Flight delayed without adequate notification to passengers
CP006745,20240225,2024-02-25,AK,LGK,Flight Delay,Resolved,21,2,No,Counter,Flight delayed without adequate notification to passengers
CP006746,20230711,2023-07-11,D7,SBW,Ground Staff Attitude,Resolved,4,5,Yes,Email,Unprofessional behaviour from ground handling staff
CP006747,20230717,2023-07-17,AK,SBW,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006748,20241101,2024-11-01,MF,KCH,Baggage Handling,In Progress,9,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006749,20230713,2023-07-13,AK,BKI,Safety Concern,Resolved,18,3,Yes,Phone,Passenger reported safety-related concern onboard
CP006750,20231109,2023-11-09,OD,KCH,Refund/Compensation,Resolved,20,5,No,Phone,Delay in processing refund or compensation claim
CP006751,20230817,2023-08-17,FY,BKI,In-flight Service,In Progress,17,,No,Counter,Poor in-flight service quality reported by passengers
CP006752,20230214,2023-02-14,AK,SBW,Check-in Service,Resolved,21,2,Yes,Phone,"Long queue at check-in counter, insufficient staff"
CP006753,20240413,2024-04-13,MF,BKI,In-flight Service,Resolved,7,4,No,Social Media,Poor in-flight service quality reported by passengers
CP006754,20231101,2023-11-01,OD,BKI,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP006755,20230411,2023-04-11,AK,KCH,Ground Staff Attitude,In Progress,29,,No,Phone,Unprofessional behaviour from ground handling staff
CP006756,20241108,2024-11-08,FY,SDK,Refund/Compensation,In Progress,38,,No,Website,Delay in processing refund or compensation claim
CP006757,20230717,2023-07-17,OD,JHB,Check-in Service,Resolved,3,4,No,Email,"Long queue at check-in counter, insufficient staff"
CP006758,20230202,2023-02-02,AK,KUL,Refund/Compensation,Resolved,19,2,No,Email,Delay in processing refund or compensation claim
CP006759,20240626,2024-06-26,AK,PEN,Check-in Service,In Progress,18,,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006760,20240318,2024-03-18,D7,KBR,Check-in Service,Resolved,10,3,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006761,20241210,2024-12-10,OD,JHB,Baggage Handling,Resolved,2,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP006762,20240105,2024-01-05,MF,JHB,Check-in Service,Escalated,,,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006763,20240926,2024-09-26,AK,KUA,Baggage Handling,Pending,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006764,20240808,2024-08-08,AK,TGG,Baggage Handling,In Progress,14,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP006765,20240512,2024-05-12,AK,KCH,Refund/Compensation,Resolved,4,5,No,Counter,Delay in processing refund or compensation claim
CP006766,20241026,2024-10-26,AK,MYY,Flight Delay,Resolved,16,3,Yes,Phone,Flight delayed without adequate notification to passengers
CP006767,20240614,2024-06-14,AK,SBW,Baggage Handling,Resolved,12,4,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP006768,20230212,2023-02-12,MH,KUL,Refund/Compensation,Resolved,16,2,Yes,Phone,Delay in processing refund or compensation claim
CP006769,20230313,2023-03-13,AK,AOR,Flight Delay,In Progress,14,,No,Email,Flight delayed without adequate notification to passengers
CP006770,20240121,2024-01-21,AK,KCH,In-flight Service,Pending,,,No,Email,Poor in-flight service quality reported by passengers
CP006771,20240510,2024-05-10,MF,KUL,Check-in Service,Resolved,3,2,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006772,20240531,2024-05-31,MF,AOR,Flight Delay,In Progress,29,,Yes,Email,Flight delayed without adequate notification to passengers
CP006773,20231227,2023-12-27,MH,SBW,Flight Delay,In Progress,26,,No,Website,Flight delayed without adequate notification to passengers
CP006774,20230504,2023-05-04,AK,PEN,In-flight Service,Escalated,,,Yes,Counter,Poor in-flight service quality reported by passengers
CP006775,20240623,2024-06-23,AK,JHB,Ground Staff Attitude,In Progress,40,,Yes,Counter,Unprofessional behaviour from ground handling staff
CP006776,20231112,2023-11-12,AK,AOR,Check-in Service,Resolved,2,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP006777,20241123,2024-11-23,AK,LGK,Check-in Service,Pending,,,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006778,20230721,2023-07-21,AK,SDK,Other,In Progress,40,,Yes,Social Media,Miscellaneous passenger complaint
CP006779,20240820,2024-08-20,OD,JHB,In-flight Service,Resolved,12,2,No,Website,Poor in-flight service quality reported by passengers
CP006780,20241107,2024-11-07,FY,JHB,Flight Delay,Resolved,21,2,No,Email,Flight delayed without adequate notification to passengers
CP006781,20241004,2024-10-04,MH,KBR,Flight Delay,Resolved,4,3,No,Email,Flight delayed without adequate notification to passengers
CP006782,20230729,2023-07-29,OD,SBW,In-flight Service,Resolved,17,5,No,Website,Poor in-flight service quality reported by passengers
CP006783,20240123,2024-01-23,AK,TGG,Flight Delay,In Progress,12,,No,Website,Flight delayed without adequate notification to passengers
CP006784,20240404,2024-04-04,MH,MYY,Refund/Compensation,Escalated,,,Yes,Website,Delay in processing refund or compensation claim
CP006785,20240717,2024-07-17,AK,PEN,Check-in Service,Resolved,8,2,No,Website,"Long queue at check-in counter, insufficient staff"
CP006786,20230606,2023-06-06,D7,PEN,Baggage Handling,Resolved,13,4,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP006787,20230709,2023-07-09,AK,SDK,Flight Delay,In Progress,36,,No,Phone,Flight delayed without adequate notification to passengers
CP006788,20230207,2023-02-07,AK,MYY,Flight Delay,In Progress,29,,No,Phone,Flight delayed without adequate notification to passengers
CP006789,20240517,2024-05-17,MF,KCH,Refund/Compensation,Resolved,1,2,Yes,Website,Delay in processing refund or compensation claim
CP006790,20230609,2023-06-09,AK,KUL,Flight Delay,Resolved,7,5,No,Email,Flight delayed without adequate notification to passengers
CP006791,20240119,2024-01-19,AK,MYY,Flight Delay,Resolved,8,2,No,Phone,Flight delayed without adequate notification to passengers
CP006792,20240228,2024-02-28,AK,BKI,Safety Concern,Resolved,20,2,No,Website,Passenger reported safety-related concern onboard
CP006793,20230817,2023-08-17,MH,IPH,Baggage Handling,Pending,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006794,20230516,2023-05-16,MH,MYY,Baggage Handling,Resolved,20,2,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006795,20231207,2023-12-07,AK,TGG,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP006796,20231102,2023-11-02,AK,SBW,Refund/Compensation,Resolved,21,3,No,Counter,Delay in processing refund or compensation claim
CP006797,20231124,2023-11-24,AK,PEN,Flight Delay,Resolved,7,4,Yes,Email,Flight delayed without adequate notification to passengers
CP006798,20230711,2023-07-11,AK,PEN,Flight Delay,Resolved,10,2,No,Website,Flight delayed without adequate notification to passengers
CP006799,20230710,2023-07-10,AK,LGK,Baggage Handling,Resolved,1,3,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006800,20240217,2024-02-17,AK,TWU,Refund/Compensation,Resolved,7,2,No,Counter,Delay in processing refund or compensation claim
CP006801,20231214,2023-12-14,AK,BKI,Ground Staff Attitude,In Progress,7,,No,Website,Unprofessional behaviour from ground handling staff
CP006802,20240317,2024-03-17,AK,KCH,Baggage Handling,Resolved,18,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP006803,20241101,2024-11-01,D7,TGG,Safety Concern,In Progress,6,,No,Email,Passenger reported safety-related concern onboard
CP006804,20231119,2023-11-19,D7,PEN,Baggage Handling,Resolved,14,2,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006805,20240502,2024-05-02,OD,BKI,Ground Staff Attitude,In Progress,25,,No,Email,Unprofessional behaviour from ground handling staff
CP006806,20231227,2023-12-27,MF,KUA,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006807,20230403,2023-04-03,OD,KUL,Flight Delay,In Progress,42,,No,Counter,Flight delayed without adequate notification to passengers
CP006808,20241230,2024-12-30,AK,KUL,Baggage Handling,Escalated,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006809,20241021,2024-10-21,OD,PEN,In-flight Service,In Progress,10,,No,Website,Poor in-flight service quality reported by passengers
CP006810,20231004,2023-10-04,MF,KUL,Flight Delay,Resolved,12,5,No,Website,Flight delayed without adequate notification to passengers
CP006811,20230905,2023-09-05,FY,KBR,Flight Delay,Resolved,7,4,No,Website,Flight delayed without adequate notification to passengers
CP006812,20241219,2024-12-19,AK,JHB,Baggage Handling,Resolved,15,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006813,20241218,2024-12-18,D7,PEN,Ground Staff Attitude,Pending,,,Yes,Counter,Unprofessional behaviour from ground handling staff
CP006814,20231204,2023-12-04,AK,TGG,In-flight Service,In Progress,26,,No,Email,Poor in-flight service quality reported by passengers
CP006815,20240507,2024-05-07,AK,IPH,In-flight Service,Resolved,21,4,No,Email,Poor in-flight service quality reported by passengers
CP006816,20230214,2023-02-14,AK,BKI,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006817,20240401,2024-04-01,MH,KBR,Baggage Handling,Resolved,6,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006818,20231121,2023-11-21,FY,KCH,Flight Delay,In Progress,14,,No,Social Media,Flight delayed without adequate notification to passengers
CP006819,20240922,2024-09-22,AK,PEN,Flight Delay,In Progress,38,,Yes,Email,Flight delayed without adequate notification to passengers
CP006820,20240114,2024-01-14,AK,KUA,Flight Delay,In Progress,44,,No,Email,Flight delayed without adequate notification to passengers
CP006821,20231020,2023-10-20,AK,KUA,In-flight Service,Pending,,,Yes,Social Media,Poor in-flight service quality reported by passengers
CP006822,20230227,2023-02-27,MF,KCH,Baggage Handling,In Progress,33,,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP006823,20231206,2023-12-06,MF,IPH,Baggage Handling,Pending,,,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP006824,20230503,2023-05-03,AK,SDK,Safety Concern,Resolved,13,3,Yes,Social Media,Passenger reported safety-related concern onboard
CP006825,20240428,2024-04-28,AK,SDK,In-flight Service,Escalated,,,No,Phone,Poor in-flight service quality reported by passengers
CP006826,20240220,2024-02-20,FY,KBR,In-flight Service,Resolved,6,3,No,Counter,Poor in-flight service quality reported by passengers
CP006827,20230321,2023-03-21,AK,JHB,Ground Staff Attitude,Resolved,1,3,No,Email,Unprofessional behaviour from ground handling staff
CP006828,20231020,2023-10-20,D7,TGG,Flight Delay,Resolved,19,4,No,Phone,Flight delayed without adequate notification to passengers
CP006829,20230320,2023-03-20,AK,KCH,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP006830,20230806,2023-08-06,OD,KBR,Other,In Progress,31,,Yes,Website,Miscellaneous passenger complaint
CP006831,20231203,2023-12-03,MF,TGG,Flight Delay,Resolved,11,4,Yes,Website,Flight delayed without adequate notification to passengers
CP006832,20230515,2023-05-15,OD,TGG,Check-in Service,Resolved,9,2,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006833,20240628,2024-06-28,AK,KUA,In-flight Service,Resolved,15,3,No,Website,Poor in-flight service quality reported by passengers
CP006834,20240909,2024-09-09,MF,IPH,In-flight Service,Resolved,9,5,No,Website,Poor in-flight service quality reported by passengers
CP006835,20230930,2023-09-30,MH,MYY,Flight Delay,Resolved,11,3,Yes,Email,Flight delayed without adequate notification to passengers
CP006836,20240504,2024-05-04,MH,IPH,Other,Resolved,6,3,No,Website,Miscellaneous passenger complaint
CP006837,20240517,2024-05-17,AK,PEN,Ground Staff Attitude,Resolved,8,3,No,Website,Unprofessional behaviour from ground handling staff
CP006838,20240330,2024-03-30,MF,SDK,Other,Resolved,12,3,Yes,Email,Miscellaneous passenger complaint
CP006839,20240122,2024-01-22,D7,TGG,Flight Delay,Resolved,12,4,Yes,Counter,Flight delayed without adequate notification to passengers
CP006840,20241125,2024-11-25,AK,IPH,Baggage Handling,Escalated,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006841,20230316,2023-03-16,AK,KBR,Baggage Handling,Resolved,21,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP006842,20230710,2023-07-10,MH,KUA,Baggage Handling,Pending,,,No,Email,Baggage delayed / damaged / lost upon arrival
CP006843,20230210,2023-02-10,AK,SBW,Ground Staff Attitude,Resolved,21,5,No,Website,Unprofessional behaviour from ground handling staff
CP006844,20241113,2024-11-13,AK,SBW,Other,In Progress,32,,No,Social Media,Miscellaneous passenger complaint
CP006845,20240315,2024-03-15,AK,IPH,Baggage Handling,Resolved,3,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006846,20231013,2023-10-13,AK,KBR,Flight Delay,Resolved,10,3,No,Email,Flight delayed without adequate notification to passengers
CP006847,20240211,2024-02-11,FY,LGK,Check-in Service,Pending,,,Yes,Website,"Long queue at check-in counter, insufficient staff"
